rank,yaw_deg,down_deg,roll_deg,raw_score,normalized_score,confidence,search_radius_deg,evidence
1,177.5,25,0,0.6808415653,1,0.559841379,10,PERSPECTIVE_CHAMFER,PANORAMA_REMAP"
2,-142.5,40,0,0.6647760143,0.9764033929,0.4994378076,10,PERSPECTIVE_CHAMFER,PANORAMA_REMAP"
3,90,40,0,0.6446025702,0.9467732334,0.4235892993,10,PERSPECTIVE_CHAMFER,PANORAMA_REMAP"
